control_id,technique_id,mapping_type,matrix
cm-7,T1601,mitigates,nist-800-53-r5
cm-7,T1601.001,mitigates,nist-800-53-r5
cm-7,T1601.002,mitigates,nist-800-53-r5
cm-7,T1602,mitigates,nist-800-53-r5
cm-7,T1602.001,mitigates,nist-800-53-r5
cm-7,T1612,mitigates,nist-800-53-r5
cm-7,T1613,mitigates,nist-800-53-r5
cm-7,T1003.001,mitigates,nist-800-53-r5
cm-7,T1003.002,mitigates,nist-800-53-r5
cm-7,T1046,mitigates,nist-800-53-r5
cm-7,T1068,mitigates,nist-800-53-r5
cm-7,T1087.001,mitigates,nist-800-53-r5
cm-7,T1087.002,mitigates,nist-800-53-r5
cm-7,T1133,mitigates,nist-800-53-r5
cm-7,T1199,mitigates,nist-800-53-r5
cm-7,T1218,mitigates,nist-800-53-r5
cm-7,T1482,mitigates,nist-800-53-r5
cm-7,T1530,mitigates,nist-800-53-r5
cm-7,T1548.001,mitigates,nist-800-53-r5
cm-7,T1552.007,mitigates,nist-800-53-r5
cm-7,T1555.004,mitigates,nist-800-53-r5
cm-7,T1556,mitigates,nist-800-53-r5
cm-7,T1557,mitigates,nist-800-53-r5
cm-7,T1557.001,mitigates,nist-800-53-r5
cm-7,T1599,mitigates,nist-800-53-r5
cm-7,T1611,mitigates,nist-800-53-r5
cm-7,T1204,mitigates,nist-800-53-r5
cm-7,T1204.002,mitigates,nist-800-53-r5
cm-7,T1557.003,mitigates,nist-800-53-r5
cm-7,T1559.003,mitigates,nist-800-53-r5
cm-7,T1622,mitigates,nist-800-53-r5
cm-7,T1647,mitigates,nist-800-53-r5
cm-7,T1648,mitigates,nist-800-53-r5
cm-8,T1011.001,mitigates,nist-800-53-r5
cm-8,T1020.001,mitigates,nist-800-53-r5
cm-8,T1021.001,mitigates,nist-800-53-r5
cm-8,T1053,mitigates,nist-800-53-r5
cm-8,T1053.002,mitigates,nist-800-53-r5
cm-8,T1053.005,mitigates,nist-800-53-r5
cm-8,T1059,mitigates,nist-800-53-r5
cm-8,T1059.001,mitigates,nist-800-53-r5
cm-8,T1059.005,mitigates,nist-800-53-r5
cm-8,T1098.004,mitigates,nist-800-53-r5
cm-8,T1189,mitigates,nist-800-53-r5
cm-8,T1190,mitigates,nist-800-53-r5
cm-8,T1203,mitigates,nist-800-53-r5
cm-8,T1210,mitigates,nist-800-53-r5
cm-8,T1211,mitigates,nist-800-53-r5
cm-8,T1218.003,mitigates,nist-800-53-r5
cm-8,T1218.004,mitigates,nist-800-53-r5
cm-8,T1218.008,mitigates,nist-800-53-r5
cm-8,T1218.009,mitigates,nist-800-53-r5
cm-8,T1218.012,mitigates,nist-800-53-r5
cm-8,T1218.013,mitigates,nist-800-53-r5
cm-8,T1218.014,mitigates,nist-800-53-r5
cm-8,T1221,mitigates,nist-800-53-r5
cm-8,T1495,mitigates,nist-800-53-r5
cm-8,T1505,mitigates,nist-800-53-r5
cm-8,T1546.002,mitigates,nist-800-53-r5
cm-8,T1546.006,mitigates,nist-800-53-r5
cm-8,T1547.007,mitigates,nist-800-53-r5
cm-8,T1559,mitigates,nist-800-53-r5
cm-8,T1559.002,mitigates,nist-800-53-r5
cm-8,T1565,mitigates,nist-800-53-r5
cm-8,T1565.001,mitigates,nist-800-53-r5
cm-8,T1565.002,mitigates,nist-800-53-r5
cm-8,T1574,mitigates,nist-800-53-r5
cm-8,T1574.007,mitigates,nist-800-53-r5
cm-8,T1602.002,mitigates,nist-800-53-r5
cm-8,T1021.003,mitigates,nist-800-53-r5
cm-8,T1021.004,mitigates,nist-800-53-r5
cm-8,T1021.005,mitigates,nist-800-53-r5
cm-8,T1021.006,mitigates,nist-800-53-r5
cm-8,T1052,mitigates,nist-800-53-r5
cm-8,T1052.001,mitigates,nist-800-53-r5
cm-8,T1059.007,mitigates,nist-800-53-r5
cm-8,T1072,mitigates,nist-800-53-r5
cm-8,T1092,mitigates,nist-800-53-r5
cm-8,T1127,mitigates,nist-800-53-r5
cm-8,T1127.001,mitigates,nist-800-53-r5
cm-8,T1137,mitigates,nist-800-53-r5
cm-8,T1137.001,mitigates,nist-800-53-r5
cm-8,T1213,mitigates,nist-800-53-r5
cm-8,T1213.001,mitigates,nist-800-53-r5
cm-8,T1213.002,mitigates,nist-800-53-r5
cm-8,T1218.005,mitigates,nist-800-53-r5
cm-8,T1505.001,mitigates,nist-800-53-r5
cm-8,T1505.002,mitigates,nist-800-53-r5
cm-8,T1505.004,mitigates,nist-800-53-r5
cm-8,T1542,mitigates,nist-800-53-r5
cm-8,T1542.001,mitigates,nist-800-53-r5
cm-8,T1542.003,mitigates,nist-800-53-r5
cm-8,T1542.004,mitigates,nist-800-53-r5
cm-8,T1542.005,mitigates,nist-800-53-r5
cm-8,T1546.014,mitigates,nist-800-53-r5
cm-8,T1548,mitigates,nist-800-53-r5
cm-8,T1548.004,mitigates,nist-800-53-r5
cm-8,T1553,mitigates,nist-800-53-r5
cm-8,T1553.006,mitigates,nist-800-53-r5
cm-8,T1557.002,mitigates,nist-800-53-r5
cm-8,T1563,mitigates,nist-800-53-r5
cm-8,T1563.001,mitigates,nist-800-53-r5
cm-8,T1563.002,mitigates,nist-800-53-r5
cm-8,T1564.006,mitigates,nist-800-53-r5
cm-8,T1564.007,mitigates,nist-800-53-r5
cm-8,T1574.004,mitigates,nist-800-53-r5
cm-8,T1574.008,mitigates,nist-800-53-r5
cm-8,T1574.009,mitigates,nist-800-53-r5
cm-8,T1601,mitigates,nist-800-53-r5
cm-8,T1601.001,mitigates,nist-800-53-r5
cm-8,T1601.002,mitigates,nist-800-53-r5
cm-8,T1602,mitigates,nist-800-53-r5
cm-8,T1602.001,mitigates,nist-800-53-r5
cm-8,T1046,mitigates,nist-800-53-r5
cm-8,T1068,mitigates,nist-800-53-r5
cm-8,T1091,mitigates,nist-800-53-r5
cm-8,T1119,mitigates,nist-800-53-r5
cm-8,T1133,mitigates,nist-800-53-r5
cm-8,T1195.003,mitigates,nist-800-53-r5
cm-8,T1212,mitigates,nist-800-53-r5
cm-8,T1218,mitigates,nist-800-53-r5
cm-8,T1530,mitigates,nist-800-53-r5
cm-8,T1557,mitigates,nist-800-53-r5
cm-8,T1557.001,mitigates,nist-800-53-r5
cm-8,T1557.003,mitigates,nist-800-53-r5
cm-8,T1622,mitigates,nist-800-53-r5
cm-8,T1593.003,mitigates,nist-800-53-r5
cp-10,T1486,mitigates,nist-800-53-r5
cp-10,T1490,mitigates,nist-800-53-r5
cp-10,T1491,mitigates,nist-800-53-r5
cp-10,T1491.001,mitigates,nist-800-53-r5
cp-10,T1491.002,mitigates,nist-800-53-r5
cp-10,T1565,mitigates,nist-800-53-r5
cp-10,T1565.001,mitigates,nist-800-53-r5
cp-10,T1485,mitigates,nist-800-53-r5
cp-10,T1561,mitigates,nist-800-53-r5
cp-10,T1561.001,mitigates,nist-800-53-r5
cp-10,T1561.002,mitigates,nist-800-53-r5
cp-2,T1486,mitigates,nist-800-53-r5
cp-2,T1490,mitigates,nist-800-53-r5
cp-2,T1491,mitigates,nist-800-53-r5
cp-2,T1491.001,mitigates,nist-800-53-r5
cp-2,T1491.002,mitigates,nist-800-53-r5
cp-2,T1485,mitigates,nist-800-53-r5
cp-2,T1561,mitigates,nist-800-53-r5
cp-2,T1561.001,mitigates,nist-800-53-r5
cp-2,T1561.002,mitigates,nist-800-53-r5
cp-6,T1070,mitigates,nist-800-53-r5
cp-6,T1070.001,mitigates,nist-800-53-r5
cp-6,T1486,mitigates,nist-800-53-r5
cp-6,T1565,mitigates,nist-800-53-r5
cp-6,T1565.001,mitigates,nist-800-53-r5
cp-6,T1070.002,mitigates,nist-800-53-r5
cp-6,T1119,mitigates,nist-800-53-r5
cp-6,T1070.008,mitigates,nist-800-53-r5
cp-7,T1070,mitigates,nist-800-53-r5
cp-7,T1070.001,mitigates,nist-800-53-r5
cp-7,T1486,mitigates,nist-800-53-r5
cp-7,T1490,mitigates,nist-800-53-r5
cp-7,T1491,mitigates,nist-800-53-r5
cp-7,T1491.001,mitigates,nist-800-53-r5
cp-7,T1491.002,mitigates,nist-800-53-r5
cp-7,T1565,mitigates,nist-800-53-r5
cp-7,T1565.001,mitigates,nist-800-53-r5
cp-7,T1070.002,mitigates,nist-800-53-r5
cp-7,T1485,mitigates,nist-800-53-r5
cp-7,T1561,mitigates,nist-800-53-r5
cp-7,T1561.001,mitigates,nist-800-53-r5
cp-7,T1561.002,mitigates,nist-800-53-r5
cp-7,T1119,mitigates,nist-800-53-r5
cp-7,T1070.008,mitigates,nist-800-53-r5
cp-9,T1070,mitigates,nist-800-53-r5
cp-9,T1070.001,mitigates,nist-800-53-r5
cp-9,T1486,mitigates,nist-800-53-r5
cp-9,T1490,mitigates,nist-800-53-r5
cp-9,T1491,mitigates,nist-800-53-r5
cp-9,T1491.001,mitigates,nist-800-53-r5
cp-9,T1491.002,mitigates,nist-800-53-r5
cp-9,T1565,mitigates,nist-800-53-r5
cp-9,T1565.001,mitigates,nist-800-53-r5
cp-9,T1565.003,mitigates,nist-800-53-r5
cp-9,T1003,mitigates,nist-800-53-r5
cp-9,T1025,mitigates,nist-800-53-r5
cp-9,T1070.002,mitigates,nist-800-53-r5
cp-9,T1485,mitigates,nist-800-53-r5
cp-9,T1561,mitigates,nist-800-53-r5
cp-9,T1561.001,mitigates,nist-800-53-r5
cp-9,T1561.002,mitigates,nist-800-53-r5
cp-9,T1003.003,mitigates,nist-800-53-r5
cp-9,T1005,mitigates,nist-800-53-r5
cp-9,T1119,mitigates,nist-800-53-r5
cp-9,T1070.008,mitigates,nist-800-53-r5
ia-11,T1110,mitigates,nist-800-53-r5
ia-11,T1110.003,mitigates,nist-800-53-r5
ia-11,T1110.004,mitigates,nist-800-53-r5
ia-11,T1110.001,mitigates,nist-800-53-r5
ia-11,T1110.002,mitigates,nist-800-53-r5
ia-11,T1556.006,mitigates,nist-800-53-r5
ia-11,T1556.007,mitigates,nist-800-53-r5
ia-12,T1078.002,mitigates,nist-800-53-r5
ia-12,T1078.004,mitigates,nist-800-53-r5
ia-12,T1078.003,mitigates,nist-800-53-r5
ia-12,T1078,mitigates,nist-800-53-r5
ia-2,T1021.001,mitigates,nist-800-53-r5
ia-2,T1047,mitigates,nist-800-53-r5
ia-2,T1053,mitigates,nist-800-53-r5
ia-2,T1053.002,mitigates,nist-800-53-r5
ia-2,T1053.003,mitigates,nist-800-53-r5
ia-2,T1053.005,mitigates,nist-800-53-r5
ia-2,T1059,mitigates,nist-800-53-r5
ia-2,T1059.001,mitigates,nist-800-53-r5
ia-2,T1059.008,mitigates,nist-800-53-r5
ia-2,T1078.002,mitigates,nist-800-53-r5
ia-2,T1078.004,mitigates,nist-800-53-r5
ia-2,T1098,mitigates,nist-800-53-r5
ia-2,T1098.001,mitigates,nist-800-53-r5
ia-2,T1098.002,mitigates,nist-800-53-r5
ia-2,T1098.003,mitigates,nist-800-53-r5
ia-2,T1190,mitigates,nist-800-53-r5
ia-2,T1197,mitigates,nist-800-53-r5
ia-2,T1210,mitigates,nist-800-53-r5
ia-2,T1213.003,mitigates,nist-800-53-r5
ia-2,T1218.007,mitigates,nist-800-53-r5
ia-2,T1222,mitigates,nist-800-53-r5
ia-2,T1495,mitigates,nist-800-53-r5
ia-2,T1505,mitigates,nist-800-53-r5
ia-2,T1525,mitigates,nist-800-53-r5
ia-2,T1537,mitigates,nist-800-53-r5
ia-2,T1543,mitigates,nist-800-53-r5
ia-2,T1543.001,mitigates,nist-800-53-r5
ia-2,T1543.003,mitigates,nist-800-53-r5
ia-2,T1546.003,mitigates,nist-800-53-r5
ia-2,T1547.004,mitigates,nist-800-53-r5
ia-2,T1547.006,mitigates,nist-800-53-r5
ia-2,T1547.009,mitigates,nist-800-53-r5
ia-2,T1548.002,mitigates,nist-800-53-r5
ia-2,T1548.003,mitigates,nist-800-53-r5
ia-2,T1550.001,mitigates,nist-800-53-r5
ia-2,T1556.004,mitigates,nist-800-53-r5
ia-2,T1558,mitigates,nist-800-53-r5
ia-2,T1558.003,mitigates,nist-800-53-r5
ia-2,T1559,mitigates,nist-800-53-r5
ia-2,T1562,mitigates,nist-800-53-r5
ia-2,T1562.001,mitigates,nist-800-53-r5
ia-2,T1562.006,mitigates,nist-800-53-r5
ia-2,T1562.008,mitigates,nist-800-53-r5
ia-2,T1574,mitigates,nist-800-53-r5
ia-2,T1610,mitigates,nist-800-53-r5
ia-2,T1003,mitigates,nist-800-53-r5
ia-2,T1003.004,mitigates,nist-800-53-r5
ia-2,T1003.005,mitigates,nist-800-53-r5
ia-2,T1003.006,mitigates,nist-800-53-r5
ia-2,T1003.007,mitigates,nist-800-53-r5
ia-2,T1003.008,mitigates,nist-800-53-r5
ia-2,T1021,mitigates,nist-800-53-r5
ia-2,T1021.002,mitigates,nist-800-53-r5
ia-2,T1021.003,mitigates,nist-800-53-r5
ia-2,T1021.004,mitigates,nist-800-53-r5
ia-2,T1021.005,mitigates,nist-800-53-r5
ia-2,T1021.006,mitigates,nist-800-53-r5
ia-2,T1036.007,mitigates,nist-800-53-r5
ia-2,T1053.006,mitigates,nist-800-53-r5
ia-2,T1053.007,mitigates,nist-800-53-r5
ia-2,T1055.008,mitigates,nist-800-53-r5
ia-2,T1056.003,mitigates,nist-800-53-r5
ia-2,T1072,mitigates,nist-800-53-r5
ia-2,T1078.003,mitigates,nist-800-53-r5
ia-2,T1087.004,mitigates,nist-800-53-r5
ia-2,T1110,mitigates,nist-800-53-r5
ia-2,T1110.003,mitigates,nist-800-53-r5
ia-2,T1110.004,mitigates,nist-800-53-r5
ia-2,T1114,mitigates,nist-800-53-r5
ia-2,T1114.002,mitigates,nist-800-53-r5
ia-2,T1134,mitigates,nist-800-53-r5
ia-2,T1134.001,mitigates,nist-800-53-r5
ia-2,T1134.002,mitigates,nist-800-53-r5
ia-2,T1134.003,mitigates,nist-800-53-r5
ia-2,T1136,mitigates,nist-800-53-r5
ia-2,T1136.001,mitigates,nist-800-53-r5
ia-2,T1136.002,mitigates,nist-800-53-r5
ia-2,T1136.003,mitigates,nist-800-53-r5
ia-2,T1185,mitigates,nist-800-53-r5
ia-2,T1213,mitigates,nist-800-53-r5
ia-2,T1213.001,mitigates,nist-800-53-r5
ia-2,T1213.002,mitigates,nist-800-53-r5
ia-2,T1222.001,mitigates,nist-800-53-r5
ia-2,T1222.002,mitigates,nist-800-53-r5
ia-2,T1484,mitigates,nist-800-53-r5
ia-2,T1489,mitigates,nist-800-53-r5
ia-2,T1505.002,mitigates,nist-800-53-r5
ia-2,T1505.004,mitigates,nist-800-53-r5
ia-2,T1538,mitigates,nist-800-53-r5
ia-2,T1539,mitigates,nist-800-53-r5
ia-2,T1542,mitigates,nist-800-53-r5
ia-2,T1542.001,mitigates,nist-800-53-r5
ia-2,T1542.003,mitigates,nist-800-53-r5
ia-2,T1542.005,mitigates,nist-800-53-r5
ia-2,T1543.002,mitigates,nist-800-53-r5
ia-2,T1543.004,mitigates,nist-800-53-r5
ia-2,T1547.012,mitigates,nist-800-53-r5
ia-2,T1547.013,mitigates,nist-800-53-r5
ia-2,T1548,mitigates,nist-800-53-r5
ia-2,T1550,mitigates,nist-800-53-r5
ia-2,T1550.002,mitigates,nist-800-53-r5
ia-2,T1550.003,mitigates,nist-800-53-r5
ia-2,T1552,mitigates,nist-800-53-r5
ia-2,T1552.001,mitigates,nist-800-53-r5
ia-2,T1552.002,mitigates,nist-800-53-r5
ia-2,T1552.004,mitigates,nist-800-53-r5
ia-2,T1552.006,mitigates,nist-800-53-r5
ia-2,T1555.005,mitigates,nist-800-53-r5
ia-2,T1556.001,mitigates,nist-800-53-r5
ia-2,T1556.003,mitigates,nist-800-53-r5
ia-2,T1558.001,mitigates,nist-800-53-r5
ia-2,T1558.002,mitigates,nist-800-53-r5
ia-2,T1558.004,mitigates,nist-800-53-r5
ia-2,T1559.001,mitigates,nist-800-53-r5
ia-2,T1562.002,mitigates,nist-800-53-r5
ia-2,T1562.004,mitigates,nist-800-53-r5
ia-2,T1562.007,mitigates,nist-800-53-r5
ia-2,T1562.009,mitigates,nist-800-53-r5
ia-2,T1563,mitigates,nist-800-53-r5
ia-2,T1563.001,mitigates,nist-800-53-r5
ia-2,T1563.002,mitigates,nist-800-53-r5
ia-2,T1569,mitigates,nist-800-53-r5
ia-2,T1569.001,mitigates,nist-800-53-r5
ia-2,T1569.002,mitigates,nist-800-53-r5
ia-2,T1574.005,mitigates,nist-800-53-r5
ia-2,T1574.010,mitigates,nist-800-53-r5
ia-2,T1574.012,mitigates,nist-800-53-r5
ia-2,T1578,mitigates,nist-800-53-r5
ia-2,T1578.001,mitigates,nist-800-53-r5
ia-2,T1578.002,mitigates,nist-800-53-r5
ia-2,T1578.003,mitigates,nist-800-53-r5
ia-2,T1599.001,mitigates,nist-800-53-r5
ia-2,T1601,mitigates,nist-800-53-r5
ia-2,T1601.001,mitigates,nist-800-53-r5
ia-2,T1601.002,mitigates,nist-800-53-r5
ia-2,T1613,mitigates,nist-800-53-r5
ia-2,T1619,mitigates,nist-800-53-r5
ia-2,T1003.001,mitigates,nist-800-53-r5
ia-2,T1003.002,mitigates,nist-800-53-r5
ia-2,T1003.003,mitigates,nist-800-53-r5
ia-2,T1040,mitigates,nist-800-53-r5
ia-2,T1055,mitigates,nist-800-53-r5
ia-2,T1078,mitigates,nist-800-53-r5
ia-2,T1110.001,mitigates,nist-800-53-r5
ia-2,T1110.002,mitigates,nist-800-53-r5
ia-2,T1111,mitigates,nist-800-53-r5
ia-2,T1133,mitigates,nist-800-53-r5
ia-2,T1218,mitigates,nist-800-53-r5
ia-2,T1528,mitigates,nist-800-53-r5
ia-2,T1530,mitigates,nist-800-53-r5
ia-2,T1552.007,mitigates,nist-800-53-r5
ia-2,T1556,mitigates,nist-800-53-r5
ia-2,T1580,mitigates,nist-800-53-r5
ia-2,T1599,mitigates,nist-800-53-r5
ia-2,T1611,mitigates,nist-800-53-r5
ia-2,T1098.004,mitigates,nist-800-53-r5
ia-2,T1648,mitigates,nist-800-53-r5
ia-2,T1556.006,mitigates,nist-800-53-r5
ia-2,T1556.007,mitigates,nist-800-53-r5
ia-2,T1585.003,mitigates,nist-800-53-r5
ia-2,T1586.003,mitigates,nist-800-53-r5
ia-2,T1621,mitigates,nist-800-53-r5
ia-2,T1649,mitigates,nist-800-53-r5
ia-3,T1537,mitigates,nist-800-53-r5
ia-3,T1552.005,mitigates,nist-800-53-r5
ia-3,T1602.002,mitigates,nist-800-53-r5
ia-3,T1552,mitigates,nist-800-53-r5
ia-3,T1602,mitigates,nist-800-53-r5
ia-3,T1602.001,mitigates,nist-800-53-r5
ia-3,T1530,mitigates,nist-800-53-r5
ia-3,T1621,mitigates,nist-800-53-r5
ia-4,T1021.001,mitigates,nist-800-53-r5
ia-4,T1053,mitigates,nist-800-53-r5
ia-4,T1053.002,mitigates,nist-800-53-r5
ia-4,T1053.005,mitigates,nist-800-53-r5
ia-4,T1537,mitigates,nist-800-53-r5
ia-4,T1543,mitigates,nist-800-53-r5
ia-4,T1547.006,mitigates,nist-800-53-r5
ia-4,T1550.001,mitigates,nist-800-53-r5
ia-4,T1552.005,mitigates,nist-800-53-r5
ia-4,T1562,mitigates,nist-800-53-r5
ia-4,T1602.002,mitigates,nist-800-53-r5
ia-4,T1003,mitigates,nist-800-53-r5
ia-4,T1003.005,mitigates,nist-800-53-r5
ia-4,T1003.006,mitigates,nist-800-53-r5
ia-4,T1021.005,mitigates,nist-800-53-r5
ia-4,T1110,mitigates,nist-800-53-r5
ia-4,T1110.003,mitigates,nist-800-53-r5
ia-4,T1110.004,mitigates,nist-800-53-r5
ia-4,T1213,mitigates,nist-800-53-r5
ia-4,T1213.001,mitigates,nist-800-53-r5
ia-4,T1213.002,mitigates,nist-800-53-r5
ia-4,T1552,mitigates,nist-800-53-r5
ia-4,T1563,mitigates,nist-800-53-r5
ia-4,T1578,mitigates,nist-800-53-r5
ia-4,T1578.001,mitigates,nist-800-53-r5
ia-4,T1578.002,mitigates,nist-800-53-r5
ia-4,T1578.003,mitigates,nist-800-53-r5
ia-4,T1602,mitigates,nist-800-53-r5
ia-4,T1602.001,mitigates,nist-800-53-r5
ia-4,T1110.001,mitigates,nist-800-53-r5
ia-4,T1110.002,mitigates,nist-800-53-r5
ia-4,T1528,mitigates,nist-800-53-r5
ia-4,T1530,mitigates,nist-800-53-r5
ia-5,T1021.001,mitigates,nist-800-53-r5
ia-5,T1078.002,mitigates,nist-800-53-r5
ia-5,T1078.004,mitigates,nist-800-53-r5
ia-5,T1098.001,mitigates,nist-800-53-r5
ia-5,T1098.002,mitigates,nist-800-53-r5
ia-5,T1098.003,mitigates,nist-800-53-r5
ia-5,T1555.002,mitigates,nist-800-53-r5
ia-5,T1556.004,mitigates,nist-800-53-r5
ia-5,T1558,mitigates,nist-800-53-r5
ia-5,T1558.003,mitigates,nist-800-53-r5
ia-5,T1003,mitigates,nist-800-53-r5
ia-5,T1003.004,mitigates,nist-800-53-r5
ia-5,T1003.005,mitigates,nist-800-53-r5
ia-5,T1003.006,mitigates,nist-800-53-r5
ia-5,T1003.007,mitigates,nist-800-53-r5
ia-5,T1003.008,mitigates,nist-800-53-r5
ia-5,T1021,mitigates,nist-800-53-r5
ia-5,T1021.004,mitigates,nist-800-53-r5
ia-5,T1072,mitigates,nist-800-53-r5
ia-5,T1110,mitigates,nist-800-53-r5
ia-5,T1110.003,mitigates,nist-800-53-r5
ia-5,T1110.004,mitigates,nist-800-53-r5
ia-5,T1114,mitigates,nist-800-53-r5
ia-5,T1114.002,mitigates,nist-800-53-r5
ia-5,T1136,mitigates,nist-800-53-r5
ia-5,T1136.001,mitigates,nist-800-53-r5
ia-5,T1136.002,mitigates,nist-800-53-r5
ia-5,T1136.003,mitigates,nist-800-53-r5
ia-5,T1539,mitigates,nist-800-53-r5
ia-5,T1550.003,mitigates,nist-800-53-r5
ia-5,T1552,mitigates,nist-800-53-r5
ia-5,T1552.001,mitigates,nist-800-53-r5
ia-5,T1552.002,mitigates,nist-800-53-r5
ia-5,T1552.004,mitigates,nist-800-53-r5
ia-5,T1552.006,mitigates,nist-800-53-r5
ia-5,T1555,mitigates,nist-800-53-r5
ia-5,T1555.005,mitigates,nist-800-53-r5
ia-5,T1556.001,mitigates,nist-800-53-r5
ia-5,T1556.003,mitigates,nist-800-53-r5
ia-5,T1558.001,mitigates,nist-800-53-r5
ia-5,T1558.002,mitigates,nist-800-53-r5
ia-5,T1558.004,mitigates,nist-800-53-r5
ia-5,T1563.001,mitigates,nist-800-53-r5
ia-5,T1599.001,mitigates,nist-800-53-r5
ia-5,T1601,mitigates,nist-800-53-r5
ia-5,T1601.001,mitigates,nist-800-53-r5
ia-5,T1601.002,mitigates,nist-800-53-r5
ia-5,T1003.001,mitigates,nist-800-53-r5
ia-5,T1003.002,mitigates,nist-800-53-r5
ia-5,T1003.003,mitigates,nist-800-53-r5
ia-5,T1040,mitigates,nist-800-53-r5
ia-5,T1078,mitigates,nist-800-53-r5
ia-5,T1110.001,mitigates,nist-800-53-r5
ia-5,T1110.002,mitigates,nist-800-53-r5
ia-5,T1111,mitigates,nist-800-53-r5
ia-5,T1133,mitigates,nist-800-53-r5
ia-5,T1528,mitigates,nist-800-53-r5
ia-5,T1530,mitigates,nist-800-53-r5
ia-5,T1555.001,mitigates,nist-800-53-r5
ia-5,T1555.004,mitigates,nist-800-53-r5
ia-5,T1556,mitigates,nist-800-53-r5
ia-5,T1599,mitigates,nist-800-53-r5
ia-5,T1098.004,mitigates,nist-800-53-r5
ia-5,T1556.005,mitigates,nist-800-53-r5
ia-5,T1621,mitigates,nist-800-53-r5
ia-5,T1649,mitigates,nist-800-53-r5
ia-6,T1021.001,mitigates,nist-800-53-r5
ia-6,T1021.005,mitigates,nist-800-53-r5
ia-6,T1563,mitigates,nist-800-53-r5
ia-6,T1578,mitigates,nist-800-53-r5
ia-6,T1578.001,mitigates,nist-800-53-r5
ia-6,T1578.002,mitigates,nist-800-53-r5
ia-6,T1578.003,mitigates,nist-800-53-r5
ia-6,T1530,mitigates,nist-800-53-r5
ia-7,T1495,mitigates,nist-800-53-r5
ia-7,T1542,mitigates,nist-800-53-r5
ia-7,T1542.001,mitigates,nist-800-53-r5
ia-7,T1542.003,mitigates,nist-800-53-r5
ia-7,T1542.004,mitigates,nist-800-53-r5
ia-7,T1542.005,mitigates,nist-800-53-r5
ia-7,T1553,mitigates,nist-800-53-r5
ia-7,T1553.006,mitigates,nist-800-53-r5
ia-7,T1601,mitigates,nist-800-53-r5
ia-7,T1601.001,mitigates,nist-800-53-r5
ia-7,T1601.002,mitigates,nist-800-53-r5
ia-7,T1195.003,mitigates,nist-800-53-r5
ia-8,T1053,mitigates,nist-800-53-r5
ia-8,T1059,mitigates,nist-800-53-r5
ia-8,T1059.001,mitigates,nist-800-53-r5
ia-8,T1059.008,mitigates,nist-800-53-r5
ia-8,T1190,mitigates,nist-800-53-r5
ia-8,T1210,mitigates,nist-800-53-r5
ia-8,T1537,mitigates,nist-800-53-r5
ia-8,T1547.006,mitigates,nist-800-53-r5
ia-8,T1053.007,mitigates,nist-800-53-r5
ia-8,T1087.004,mitigates,nist-800-53-r5
ia-8,T1213,mitigates,nist-800-53-r5
ia-8,T1213.001,mitigates,nist-800-53-r5
ia-8,T1213.002,mitigates,nist-800-53-r5
ia-8,T1538,mitigates,nist-800-53-r5
ia-8,T1542,mitigates,nist-800-53-r5
ia-8,T1542.001,mitigates,nist-800-53-r5
ia-8,T1542.003,mitigates,nist-800-53-r5
ia-8,T1542.005,mitigates,nist-800-53-r5
ia-8,T1528,mitigates,nist-800-53-r5
ia-8,T1530,mitigates,nist-800-53-r5
ia-9,T1059,mitigates,nist-800-53-r5
ia-9,T1059.001,mitigates,nist-800-53-r5
ia-9,T1059.002,mitigates,nist-800-53-r5
ia-9,T1213.003,mitigates,nist-800-53-r5
ia-9,T1525,mitigates,nist-800-53-r5
ia-9,T1546,mitigates,nist-800-53-r5
ia-9,T1546.006,mitigates,nist-800-53-r5
ia-9,T1562.006,mitigates,nist-800-53-r5
ia-9,T1036,mitigates,nist-800-53-r5
ia-9,T1036.001,mitigates,nist-800-53-r5
ia-9,T1036.005,mitigates,nist-800-53-r5
ia-9,T1546.013,mitigates,nist-800-53-r5
ia-9,T1553,mitigates,nist-800-53-r5
ia-9,T1553.004,mitigates,nist-800-53-r5
ia-9,T1554,mitigates,nist-800-53-r5
ia-9,T1562.009,mitigates,nist-800-53-r5
ia-9,T1566,mitigates,nist-800-53-r5
ia-9,T1566.001,mitigates,nist-800-53-r5
ia-9,T1598,mitigates,nist-800-53-r5
ia-9,T1598.002,mitigates,nist-800-53-r5
ia-9,T1566.002,mitigates,nist-800-53-r5
ia-9,T1598.003,mitigates,nist-800-53-r5
ir-5,T1564.008,mitigates,nist-800-53-r5
mp-7,T1025,mitigates,nist-800-53-r5
mp-7,T1052,mitigates,nist-800-53-r5
mp-7,T1052.001,mitigates,nist-800-53-r5
mp-7,T1092,mitigates,nist-800-53-r5
mp-7,T1091,mitigates,nist-800-53-r5
mp-7,T1200,mitigates,nist-800-53-r5
ra-10,T1190,mitigates,nist-800-53-r5
ra-10,T1195,mitigates,nist-800-53-r5
ra-10,T1195.001,mitigates,nist-800-53-r5
ra-10,T1195.002,mitigates,nist-800-53-r5
ra-10,T1210,mitigates,nist-800-53-r5
ra-10,T1211,mitigates,nist-800-53-r5
ra-10,T1068,mitigates,nist-800-53-r5
ra-10,T1212,mitigates,nist-800-53-r5
ra-5,T1011.001,mitigates,nist-800-53-r5
ra-5,T1021.001,mitigates,nist-800-53-r5
ra-5,T1047,mitigates,nist-800-53-r5
ra-5,T1053,mitigates,nist-800-53-r5
